name,pcode,parent,admlevel
Dionfo,GIN00600204,GIN006002,3
Diontou,GIN00600302,GIN006003,3
Ditinn,GIN00700103,GIN007001,3
Dogomet,GIN00300105,GIN003001,3
Doko,GIN00400502,GIN004005,3
Donghol Sigon,GIN00600402,GIN006004,3
Donghol Touma,GIN00700303,GIN007003,3
Douako,GIN00400306,GIN004003,3
Dougountouny,GIN00600403,GIN006004,3
Dounet,GIN00700202,GIN007002,3
Douprou,GIN00100102,GIN001001,3
Doura,GIN00400307,GIN004003,3
Dubreka Ctre,GIN00500202,GIN005002,3
Fafaya,GIN00600101,GIN006001,3
Falessade,GIN00500203,GIN005002,3
Fangamadou,GIN00800602,GIN008006,3
Faralako,GIN00400403,GIN004004,3
Faranah Ctre,GIN00300303,GIN003003,3
Farmoriah,GIN00500303,GIN005003,3
Fassankoni,GIN00800305,GIN008003,3
Fatako,GIN00600501,GIN006005,3
Fello Koundoua,GIN00600502,GIN006005,3
Fermessadou,GIN00300405,GIN003004,3
Firawa,GIN00300406,GIN003004,3
Forecariah Ctre,GIN00500304,GIN005003,3
Fouala,GIN00800105,GIN008001,3
Fougou,GIN00600404,GIN006004,3
Foulamory,GIN00100301,GIN001003,3
Foumbadou,GIN00800202,GIN008002,3
Franwalia,GIN00400503,GIN004005,3
Fria Ctre,GIN00500603,GIN005006,3
Friguiagbe,GIN00500403,GIN005004,3
Gadha Woundou,GIN00600102,GIN006001,3
Gagnakaly,GIN00300205,GIN003002,3
Gama Berema,GIN00800203,GIN008002,3
Gaoual Ctre,GIN00100302,GIN001003,3
Garambe,GIN00600205,GIN006002,3
Gayah,GIN00600405,GIN006004,3
Gbakedou,GIN00800106,GIN008001,3
Gbangbadou,GIN00300407,GIN003004,3
Gberedou Baranama,GIN00400104,GIN004001,3
Gbessoba,GIN00800107,GIN008001,3
Gnaleah,GIN00300304,GIN003003,3
Gongoret,GIN00700304,GIN007003,3
Gongoret,GIN00700203,GIN007002,3
Gouecke,GIN00800402,GIN008004,3
Gougoudje,GIN00500503,GIN005005,3
Gueasso,GIN00800204,GIN008002,3
Gueckedou Ctre,GIN00800603,GIN008006,3
Guendembou,GIN00800604,GIN008006,3
Guinguan,GIN00100401,GIN001004,3
Hafia,GIN00600206,GIN006002,3
Heremakono,GIN00300305,GIN003003,3
Herico,GIN00600303,GIN006003,3
Hidayatou,GIN00600406,GIN006004,3
Kaala,GIN00700104,GIN007001,3
Kaalan,GIN00600207,GIN006002,3
Kaback,GIN00500305,GIN005003,3
Kakony,GIN00100303,GIN001003,3
Kakossa,GIN00500306,GIN005003,3
Kaliah,GIN00500307,GIN005003,3
Kalinko,GIN00300206,GIN003002,3
Kamabi,GIN00100402,GIN001004,3
Kamsar,GIN00100204,GIN001002,3
Kankalabe,GIN00700105,GIN007001,3
Kankama,GIN00300106,GIN003001,3
Kankan Ctre,GIN00400105,GIN004001,3
Kansangui,GIN00600503,GIN006005,3
Kantoumanina,GIN00400404,GIN004004,3
Karala,GIN00800108,GIN008001,3
Karifamoriah,GIN00400106,GIN004001,3
Kassadou,GIN00800605,GIN008006,3
Kebali,GIN00700106,GIN007001,3
Kegneko,GIN00700204,GIN007002,3
Kerouane Ctre,GIN00400203,GIN004002,3
Khorira,GIN00500204,GIN005002,3
Kindia Ctre,GIN00500404,GIN005004,3
Kindoye,GIN00300107,GIN003001,3
Kiniebakoura,GIN00400504,GIN004005,3
Kinieran,GIN00400405,GIN004004,3
Kiniero,GIN00400308,GIN004003,3
Kintinian,GIN00400505,GIN004005,3
Kissidougou Ctre,GIN00300408,GIN003004,3
Koba,GIN00700107,GIN007001,3
Koba,GIN00500504,GIN005005,3
Koba Tatema,GIN00100103,GIN001001,3
Kobela,GIN00800403,GIN008004,3
Kobikoro,GIN00300306,GIN003003,3
Koin,GIN00600504,GIN006005,3
Kokota,GIN00800205,GIN008002,3
Kolaboui,GIN00100206,GIN001002,3
Kolangui,GIN00600505,GIN006005,3
Kolente,GIN00500405,GIN005004,3
Kolia,GIN00100104,GIN001001,3
Kollet,GIN00500505,GIN005005,3
Kolet,GIN00600506,GIN006005,3
Komodou,GIN00400204,GIN004002,3
Komola Khoura,GIN00400309,GIN004003,3
Konah,GIN00600507,GIN006005,3
Kondiadou,GIN00300409,GIN003004,3
Konendou,GIN00300108,GIN003001,3
Konsankoro,GIN00400205,GIN004002,3
Konsotami,GIN00500506,GIN005005,3
Korbe,GIN00600304,GIN006003,3
Koropara,GIN00800404,GIN008004,3
Kouankan,GIN00800306,GIN008003,3
Koubia Ctre,GIN00600103,GIN006001,3
Koule,GIN00800405,GIN008004,3
Koumana,GIN00400310,GIN004003,3
Koumandou,GIN00800109,GIN008001,3
Koumban,GIN00400107,GIN004001,3
Koumbia,GIN00100304,GIN001003,3
Koundara Ctre,GIN00100403,GIN001004,3
Koundian,GIN00400406,GIN004004,3
Koundianakoro,GIN00400407,GIN004004,3
Koundou,GIN00800606,GIN008006,3
Kounkoure,GIN00700205,GIN007002,3
Kounsitel,GIN00100305,GIN001003,3
Kouramangui,GIN00600208,GIN006002,3
Kouratongo,GIN00600508,GIN006005,3
Kouria,GIN00500102,GIN005001,3
Kouroussa Ctre,GIN00400311,GIN004003,3
Koyamah,GIN00800307,GIN008003,3
Labe Ctre,GIN00600209,GIN006002,3
Lafou,GIN00600305,GIN006003,3
Laine,GIN00800206,GIN008002,3
Lansanaya,GIN00300207,GIN003002,3
Lebekeren,GIN00600407,GIN006004,3
Lelouma Ctre,GIN00600306,GIN006003,3
Ley Miro,GIN00700305,GIN007003,3
Linko,GIN00400206,GIN004002,3
Linsan Saran,GIN00600307,GIN006003,3
Lisso,GIN00100105,GIN001001,3
Lola Ctre,GIN00800207,GIN008002,3
Macenta Ctre,GIN00800308,GIN008003,3
Maci,GIN00700306,GIN007003,3
Madina Oula,GIN00500406,GIN005004,3
Madina Wora,GIN00600408,GIN006004,3
Mafara,GIN00700108,GIN007001,3
Maferinya,GIN00500308,GIN005003,3
Malanta,GIN00100306,GIN001003,3
Malapouya,GIN00100207,GIN001002,3
Malea,GIN00400506,GIN004005,3
Mali Ctre,GIN00600409,GIN006004,3
Mambia,GIN00500407,GIN005004,3
Mamou Ctre,GIN00700206,GIN007002,3
Mamouroudou,GIN00400108,GIN004001,3
Manda,GIN00600308,GIN006003,3
Mandiana Ctre,GIN00400408,GIN004004,3
Maneah,GIN00500103,GIN005001,3
Manfran,GIN00300410,GIN003004,3
Mankountan,GIN00100106,GIN001001,3
Marella,GIN00300307,GIN003003,3
Matakaou,GIN00600104,GIN006001,3
Missamana,GIN00400109,GIN004001,3
Missira,GIN00600105,GIN006001,3
Missira,GIN00500507,GIN005005,3
Mitty,GIN00700109,GIN007001,3
Molota,GIN00500408,GIN005004,3
Mombeyah,GIN00700110,GIN007001,3
Moribayah,GIN00400110,GIN004001,3
Morodou,GIN00400409,GIN004004,3
Moussadou,GIN00800110,GIN008001,3
Moussayah,GIN00500309,GIN005003,3
Ndema,GIN00300109,GIN003001,3
Nzebela,GIN00800309,GIN008003,3
Nzerekore Ctre,GIN00800406,GIN008004,3
Nzoo,GIN00800208,GIN008002,3
Naboun,GIN00400507,GIN004005,3
Niagassola,GIN00400508,GIN004005,3
Niandankoro,GIN00400509,GIN004005,3
Niantanina,GIN00400410,GIN004004,3
Ninguelande,GIN00700307,GIN007003,3
Nionsomoridou,GIN00800111,GIN008001,3
Nongoa,GIN00800607,GIN008006,3
Norassoba,GIN00400510,GIN004005,3
Noussy,GIN00600210,GIN006002,3
Nyagara,GIN00700207,GIN007002,3
Ouassou,GIN00500205,GIN005002,3
Ouende Kenema,GIN00800608,GIN008006,3
Oure Kaba,GIN00700208,GIN007002,3
Ouremai,GIN00800310,GIN008003,3
Pale,GIN00800407,GIN008004,3
Panziazou,GIN00800311,GIN008003,3
Parawol,GIN00600309,GIN006003,3
Passaya,GIN00300308,GIN003003,3
Pela,GIN00800506,GIN008005,3
Pilimini,GIN00600106,GIN006001,3
Pita Ctre,GIN00700308,GIN007003,3
Popodara,GIN00600211,GIN006002,3
Poredaka,GIN00700209,GIN007002,3
Sabadou Baranama,GIN00400111,GIN004001,3
Sagale,GIN00600310,GIN006003,3
Sakourala,GIN00800112,GIN008001,3
Saladou,GIN00400411,GIN004004,3
Salambande,GIN00600410,GIN006004,3
Samana,GIN00800113,GIN008001,3
Samaya,GIN00500409,GIN005004,3
Sambailo,GIN00100404,GIN001004,3
Samoe,GIN00800408,GIN008004,3
Sandenia,GIN00300309,GIN003003,3
Sangardo,GIN00300411,GIN003004,3
Sangareah,GIN00700309,GIN007003,3
Sangaredi,GIN00100208,GIN001002,3
Sanguiana,GIN00400312,GIN004003,3
Sannou,GIN00600212,GIN006002,3
Sansale,GIN00100209,GIN001002,3
Sansando,GIN00400412,GIN004004,3
Santou,GIN00500508,GIN005005,3
Saramoussaya,GIN00700210,GIN007002,3
Sareboido,GIN00100405,GIN001004,3
Sarekali,GIN00500509,GIN005005,3
Selouma,GIN00300208,GIN003002,3
Sengbedou,GIN00800312,GIN008003,3
Seredou,GIN00800313,GIN008003,3
Sibiribaro,GIN00400207,GIN004002,3
Siguiri Ctre,GIN00400511,GIN004005,3
Siguirini,GIN00400512,GIN004005,3
Sikhourou,GIN00500310,GIN005003,3
Sinko,GIN00800114,GIN008001,3
Sinta,GIN00500510,GIN005005,3
Sintali,GIN00700310,GIN007003,3
Sogolon,GIN00500511,GIN005005,3
Songoyah,GIN00300310,GIN003003,3
Soromaya,GIN00400208,GIN004002,3
Sougueta,GIN00500410,GIN005004,3
Soulouta,GIN00800409,GIN008004,3
Soyah,GIN00700211,GIN007002,3
Tamita,GIN00100107,GIN001001,3
Tanene,GIN00500210,GIN005002,3
Tanene,GIN00100210,GIN001002,3
Tangali,GIN00600509,GIN006005,3
Tarihoye,GIN00500512,GIN005005,3
Teguereyah,GIN00700212,GIN007002,3
Tekoulo,GIN00800609,GIN008006,3
Telimele Ctre,GIN00500513,GIN005005,3
Telire,GIN00600411,GIN006004,3
Termassadou,GIN00800610,GIN008006,3
Termesse,GIN00100406,GIN001004,3
Thionthian,GIN00500514,GIN005005,3
Tianguel Bori,GIN00600311,GIN006003,3
Timbi Madina,GIN00700311,GIN007003,3
Timbi Touni,GIN00700312,GIN007003,3
Timbo,GIN00700213,GIN007002,3
Tinti Oulen,GIN00400112,GIN004001,3
Tiro,GIN00300311,GIN003003,3
Tokounou,GIN00400113,GIN004001,3
Tolo,GIN00700214,GIN007002,3
Tondon,GIN00500207,GIN005002,3
Tormelin,GIN00500604,GIN005006,3
Touba,GIN00600412,GIN006004,3
Touba,GIN00100307,GIN001003,3
Tougnifily,GIN00100108,GIN001001,3
Tougue Ctre,GIN00600510,GIN006005,3
Tounkarata,GIN00800209,GIN008002,3
Tountourou,GIN00600213,GIN006002,3
Vasseredou,GIN00800314,GIN008003,3
Watanka,GIN00800315,GIN008003,3
Wendou Mbour,GIN00100308,GIN001003,3
Womey,GIN00800410,GIN008004,3
Wonkifong,GIN00500104,GIN005001,3
Yalenzou,GIN00800411,GIN008004,3
Yende Millimou,GIN00300412,GIN003004,3
Yimbering,GIN00600413,GIN006004,3
Yombiro,GIN00300413,GIN003004,3
Yomou Ctre,GIN00800507,GIN008005,3
Youkounkoun,GIN00100407,GIN001004,3
Kanfarande,GIN00100205,GIN001002,3
Dixinn,GIN00200101,GIN002001,3
Kaloum,GIN00200102,GIN002001,3
Matam,GIN00200103,GIN002001,3
Ratoma,GIN00200105,GIN002001,3
Matoto,GIN00200104,GIN002001,3
Banian,GIN00300301,GIN003003,3
